audio_id,audio_path,label,attack
T_0000008983,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000008983.flac,bonafide,bonafide
T_0000009766,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000009766.flac,spoof,A05
T_0000015359,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000015359.flac,spoof,A03
T_0000019327,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000019327.flac,spoof,A01
T_0000030470,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000030470.flac,bonafide,bonafide
T_0000004289,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004289.flac,spoof,A02
T_0000008941,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000008941.flac,bonafide,bonafide
T_0000035726,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000035726.flac,spoof,A05
T_0000022597,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000022597.flac,spoof,A01
T_0000000029,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000000029.flac,spoof,A05
T_0000000910,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000000910.flac,spoof,A01
T_0000020640,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000020640.flac,bonafide,bonafide
T_0000035116,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000035116.flac,spoof,A06
T_0000012169,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000012169.flac,bonafide,bonafide
T_0000016946,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000016946.flac,spoof,A04
T_0000018100,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000018100.flac,bonafide,bonafide
T_0000002318,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000002318.flac,spoof,A06
T_0000020242,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000020242.flac,spoof,A08
T_0000026736,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000026736.flac,bonafide,bonafide
T_0000008645,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000008645.flac,bonafide,bonafide
T_0000035847,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000035847.flac,bonafide,bonafide
T_0000024181,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000024181.flac,bonafide,bonafide
T_0000030821,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000030821.flac,spoof,A08
T_0000019268,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000019268.flac,bonafide,bonafide
T_0000012617,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000012617.flac,bonafide,bonafide
T_0000013861,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000013861.flac,bonafide,bonafide
T_0000014608,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000014608.flac,spoof,A04
T_0000027355,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000027355.flac,spoof,A07
T_0000023550,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000023550.flac,spoof,A07
T_0000004347,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004347.flac,bonafide,bonafide
T_0000015678,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000015678.flac,bonafide,bonafide
T_0000031738,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000031738.flac,spoof,A01
T_0000015818,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000015818.flac,bonafide,bonafide
T_0000019099,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000019099.flac,spoof,A01
T_0000003287,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000003287.flac,spoof,A02
T_0000022831,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000022831.flac,spoof,A01
T_0000026406,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000026406.flac,spoof,A06
T_0000019107,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000019107.flac,spoof,A07
T_0000035736,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000035736.flac,bonafide,bonafide
T_0000004459,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004459.flac,bonafide,bonafide
T_0000028107,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000028107.flac,spoof,A02
T_0000024811,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000024811.flac,bonafide,bonafide
T_0000014398,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000014398.flac,spoof,A05
T_0000034635,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000034635.flac,spoof,A02
T_0000004240,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004240.flac,spoof,A05
T_0000032409,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000032409.flac,spoof,A07
T_0000008101,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000008101.flac,bonafide,bonafide
T_0000005747,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000005747.flac,spoof,A06
T_0000023665,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000023665.flac,spoof,A05
T_0000022559,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000022559.flac,spoof,A05
T_0000010447,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000010447.flac,spoof,A07
T_0000015244,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000015244.flac,bonafide,bonafide
T_0000026315,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000026315.flac,bonafide,bonafide
T_0000016472,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000016472.flac,bonafide,bonafide
T_0000023269,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000023269.flac,spoof,A06
T_0000018591,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000018591.flac,bonafide,bonafide
T_0000028462,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000028462.flac,bonafide,bonafide
T_0000011146,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000011146.flac,bonafide,bonafide
T_0000027826,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000027826.flac,spoof,A01
T_0000034947,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000034947.flac,spoof,A02
T_0000022617,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000022617.flac,spoof,A07
T_0000023089,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000023089.flac,spoof,A08
T_0000001144,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000001144.flac,bonafide,bonafide
T_0000028557,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000028557.flac,bonafide,bonafide
T_0000006501,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000006501.flac,bonafide,bonafide
T_0000031911,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000031911.flac,bonafide,bonafide
T_0000027031,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000027031.flac,spoof,A05
T_0000010677,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000010677.flac,bonafide,bonafide
T_0000025838,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000025838.flac,spoof,A05
T_0000017133,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000017133.flac,bonafide,bonafide
T_0000020189,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000020189.flac,spoof,A06
T_0000025297,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000025297.flac,bonafide,bonafide
T_0000006358,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000006358.flac,bonafide,bonafide
T_0000021155,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000021155.flac,spoof,A05
T_0000035411,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000035411.flac,bonafide,bonafide
T_0000013952,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000013952.flac,bonafide,bonafide
T_0000024518,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000024518.flac,spoof,A08
T_0000002234,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000002234.flac,spoof,A06
T_0000033514,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000033514.flac,spoof,A04
T_0000035370,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000035370.flac,spoof,A03
T_0000032740,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000032740.flac,spoof,A01
T_0000001896,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000001896.flac,bonafide,bonafide
T_0000010845,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000010845.flac,spoof,A02
T_0000003074,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000003074.flac,bonafide,bonafide
T_0000014997,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000014997.flac,bonafide,bonafide
T_0000029925,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000029925.flac,bonafide,bonafide
T_0000031692,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000031692.flac,bonafide,bonafide
T_0000026112,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000026112.flac,bonafide,bonafide
T_0000029167,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000029167.flac,spoof,A03
T_0000005059,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000005059.flac,bonafide,bonafide
T_0000034543,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000034543.flac,bonafide,bonafide
T_0000015020,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000015020.flac,bonafide,bonafide
T_0000012934,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000012934.flac,bonafide,bonafide
T_0000008497,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000008497.flac,bonafide,bonafide
T_0000023164,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000023164.flac,bonafide,bonafide
T_0000010514,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000010514.flac,bonafide,bonafide
T_0000015125,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000015125.flac,spoof,A07
T_0000029835,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000029835.flac,bonafide,bonafide
T_0000030489,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000030489.flac,bonafide,bonafide
T_0000004935,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004935.flac,bonafide,bonafide
T_0000015766,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000015766.flac,bonafide,bonafide
T_0000004344,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004344.flac,spoof,A02
T_0000029763,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000029763.flac,spoof,A07
T_0000024716,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000024716.flac,bonafide,bonafide
T_0000003804,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000003804.flac,spoof,A04
T_0000017033,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000017033.flac,bonafide,bonafide
T_0000013330,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000013330.flac,bonafide,bonafide
T_0000030474,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000030474.flac,bonafide,bonafide
T_0000010684,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000010684.flac,bonafide,bonafide
T_0000034187,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000034187.flac,bonafide,bonafide
T_0000009823,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000009823.flac,spoof,A03
T_0000012164,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000012164.flac,bonafide,bonafide
T_0000031004,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000031004.flac,spoof,A07
T_0000034177,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000034177.flac,bonafide,bonafide
T_0000010035,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000010035.flac,spoof,A03
T_0000022538,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000022538.flac,bonafide,bonafide
T_0000035746,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000035746.flac,spoof,A08
T_0000011875,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000011875.flac,spoof,A08
T_0000020847,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000020847.flac,bonafide,bonafide
T_0000013888,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000013888.flac,spoof,A01
T_0000004527,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004527.flac,spoof,A06
T_0000020798,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000020798.flac,bonafide,bonafide
T_0000034804,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000034804.flac,spoof,A06
T_0000022651,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000022651.flac,spoof,A03
T_0000004311,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004311.flac,spoof,A05
T_0000024931,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000024931.flac,spoof,A04
T_0000033256,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000033256.flac,spoof,A07
T_0000020917,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000020917.flac,spoof,A01
T_0000004506,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004506.flac,spoof,A02
T_0000026164,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000026164.flac,bonafide,bonafide
T_0000020044,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000020044.flac,spoof,A08
T_0000011932,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000011932.flac,spoof,A02
T_0000015713,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000015713.flac,bonafide,bonafide
T_0000020970,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000020970.flac,spoof,A07
T_0000014401,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000014401.flac,bonafide,bonafide
T_0000016434,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000016434.flac,bonafide,bonafide
T_0000015916,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000015916.flac,spoof,A08
T_0000020256,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000020256.flac,spoof,A06
T_0000029842,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000029842.flac,bonafide,bonafide
T_0000019597,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000019597.flac,bonafide,bonafide
T_0000013660,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000013660.flac,bonafide,bonafide
T_0000022305,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000022305.flac,spoof,A07
T_0000034332,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000034332.flac,spoof,A01
T_0000027871,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000027871.flac,spoof,A01
T_0000015577,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000015577.flac,bonafide,bonafide
T_0000010401,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000010401.flac,bonafide,bonafide
T_0000011770,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000011770.flac,spoof,A02
T_0000019768,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000019768.flac,bonafide,bonafide
T_0000020413,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000020413.flac,bonafide,bonafide
T_0000004532,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004532.flac,bonafide,bonafide
T_0000025605,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000025605.flac,spoof,A07
T_0000001213,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000001213.flac,bonafide,bonafide
T_0000019242,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000019242.flac,spoof,A04
T_0000027162,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000027162.flac,bonafide,bonafide
T_0000010243,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000010243.flac,bonafide,bonafide
T_0000024758,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000024758.flac,bonafide,bonafide
T_0000005698,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000005698.flac,spoof,A04
T_0000024944,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000024944.flac,bonafide,bonafide
T_0000027303,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000027303.flac,bonafide,bonafide
T_0000028212,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000028212.flac,bonafide,bonafide
T_0000008212,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000008212.flac,spoof,A07
T_0000004181,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004181.flac,bonafide,bonafide
T_0000029798,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000029798.flac,bonafide,bonafide
T_0000026850,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000026850.flac,bonafide,bonafide
T_0000018638,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000018638.flac,spoof,A04
T_0000032384,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000032384.flac,spoof,A08
T_0000011571,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000011571.flac,spoof,A06
T_0000005889,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000005889.flac,spoof,A02
T_0000023976,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000023976.flac,spoof,A04
T_0000012669,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000012669.flac,spoof,A02
T_0000013819,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000013819.flac,spoof,A01
T_0000016736,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000016736.flac,spoof,A07
T_0000020259,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000020259.flac,spoof,A02
T_0000011017,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000011017.flac,spoof,A06
T_0000030727,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000030727.flac,bonafide,bonafide
T_0000010939,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000010939.flac,spoof,A08
T_0000034933,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000034933.flac,spoof,A07
T_0000011462,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000011462.flac,spoof,A01
T_0000001767,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000001767.flac,bonafide,bonafide
T_0000021114,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000021114.flac,spoof,A04
T_0000030567,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000030567.flac,bonafide,bonafide
T_0000036163,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000036163.flac,spoof,A03
T_0000030613,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000030613.flac,spoof,A06
T_0000008820,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000008820.flac,spoof,A05
T_0000018235,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000018235.flac,spoof,A01
T_0000006337,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000006337.flac,bonafide,bonafide
T_0000008922,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000008922.flac,bonafide,bonafide
T_0000014834,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000014834.flac,spoof,A06
T_0000026022,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000026022.flac,bonafide,bonafide
T_0000001340,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000001340.flac,bonafide,bonafide
T_0000021060,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000021060.flac,spoof,A01
T_0000004135,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004135.flac,spoof,A01
T_0000014038,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000014038.flac,spoof,A03
T_0000006361,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000006361.flac,bonafide,bonafide
T_0000001505,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000001505.flac,bonafide,bonafide
T_0000006219,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000006219.flac,bonafide,bonafide
T_0000024535,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000024535.flac,bonafide,bonafide
T_0000012295,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000012295.flac,bonafide,bonafide
T_0000006183,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000006183.flac,bonafide,bonafide
T_0000033225,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000033225.flac,bonafide,bonafide
T_0000029657,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000029657.flac,bonafide,bonafide
T_0000020233,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000020233.flac,bonafide,bonafide
T_0000015619,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000015619.flac,bonafide,bonafide
T_0000023340,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000023340.flac,bonafide,bonafide
T_0000014600,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000014600.flac,bonafide,bonafide
T_0000000471,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000000471.flac,bonafide,bonafide
T_0000000130,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000000130.flac,spoof,A05
T_0000003101,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000003101.flac,spoof,A01
T_0000005699,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000005699.flac,bonafide,bonafide
T_0000004077,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004077.flac,spoof,A01
T_0000025812,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000025812.flac,bonafide,bonafide
T_0000015861,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000015861.flac,spoof,A04
T_0000007391,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000007391.flac,spoof,A02
T_0000006226,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000006226.flac,bonafide,bonafide
T_0000002448,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000002448.flac,bonafide,bonafide
T_0000027680,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000027680.flac,bonafide,bonafide
T_0000010504,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000010504.flac,bonafide,bonafide
T_0000025946,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000025946.flac,bonafide,bonafide
T_0000036353,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000036353.flac,bonafide,bonafide
T_0000031087,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000031087.flac,bonafide,bonafide
T_0000017185,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000017185.flac,spoof,A07
T_0000019883,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000019883.flac,spoof,A03
T_0000002767,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000002767.flac,spoof,A07
T_0000002005,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000002005.flac,bonafide,bonafide
T_0000032653,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000032653.flac,spoof,A06
T_0000012772,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000012772.flac,spoof,A06
T_0000036343,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000036343.flac,spoof,A08
T_0000025753,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000025753.flac,bonafide,bonafide
T_0000023912,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000023912.flac,bonafide,bonafide
T_0000024972,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000024972.flac,bonafide,bonafide
T_0000005803,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000005803.flac,bonafide,bonafide
T_0000006687,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000006687.flac,spoof,A01
T_0000009963,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000009963.flac,bonafide,bonafide
T_0000013006,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000013006.flac,spoof,A02
T_0000011439,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000011439.flac,spoof,A08
T_0000001924,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000001924.flac,spoof,A08
T_0000000383,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000000383.flac,spoof,A01
T_0000023692,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000023692.flac,spoof,A07
T_0000020815,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000020815.flac,bonafide,bonafide
T_0000018635,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000018635.flac,bonafide,bonafide
T_0000022105,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000022105.flac,spoof,A06
T_0000015378,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000015378.flac,bonafide,bonafide
T_0000032137,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000032137.flac,spoof,A01
T_0000028316,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000028316.flac,bonafide,bonafide
T_0000030983,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000030983.flac,bonafide,bonafide
T_0000028077,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000028077.flac,spoof,A06
T_0000025113,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000025113.flac,spoof,A02
T_0000008393,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000008393.flac,bonafide,bonafide
T_0000015474,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000015474.flac,bonafide,bonafide
T_0000002888,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000002888.flac,bonafide,bonafide
T_0000019724,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000019724.flac,bonafide,bonafide
T_0000014283,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000014283.flac,spoof,A05
T_0000030341,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000030341.flac,bonafide,bonafide
T_0000018659,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000018659.flac,bonafide,bonafide
T_0000023521,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000023521.flac,bonafide,bonafide
T_0000024581,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000024581.flac,bonafide,bonafide
T_0000020569,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000020569.flac,spoof,A07
T_0000031503,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000031503.flac,bonafide,bonafide
T_0000034880,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000034880.flac,bonafide,bonafide
T_0000022558,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000022558.flac,bonafide,bonafide
T_0000034867,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000034867.flac,spoof,A06
T_0000015126,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000015126.flac,bonafide,bonafide
T_0000002024,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000002024.flac,spoof,A05
T_0000014910,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000014910.flac,bonafide,bonafide
T_0000026839,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000026839.flac,spoof,A07
