audio_id,audio_path,label,attack
T_0000004163,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004163.flac,spoof,A04
T_0000004164,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004164.flac,spoof,A05
T_0000004165,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004165.flac,spoof,A04
T_0000004166,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004166.flac,spoof,A01
T_0000004167,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004167.flac,spoof,A05
T_0000004168,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004168.flac,spoof,A07
T_0000004169,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004169.flac,spoof,A01
T_0000004170,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004170.flac,spoof,A06
T_0000004171,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004171.flac,spoof,A07
T_0000004172,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004172.flac,spoof,A01
T_0000004173,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004173.flac,spoof,A06
T_0000004174,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004174.flac,spoof,A08
T_0000004175,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004175.flac,spoof,A03
T_0000004176,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004176.flac,spoof,A02
T_0000004177,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004177.flac,spoof,A03
T_0000004178,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004178.flac,spoof,A01
T_0000004179,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004179.flac,spoof,A03
T_0000004180,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004180.flac,spoof,A03
T_0000004181,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004181.flac,bonafide,bonafide
T_0000004182,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004182.flac,spoof,A08
T_0000004183,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004183.flac,spoof,A03
T_0000004184,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004184.flac,spoof,A06
T_0000004185,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004185.flac,spoof,A07
T_0000004186,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004186.flac,spoof,A08
T_0000004187,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004187.flac,spoof,A01
T_0000004188,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004188.flac,spoof,A03
T_0000004189,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004189.flac,bonafide,bonafide
T_0000004190,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004190.flac,spoof,A01
T_0000004191,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004191.flac,spoof,A02
T_0000004192,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004192.flac,spoof,A05
T_0000004193,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004193.flac,spoof,A05
T_0000004194,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004194.flac,bonafide,bonafide
T_0000004195,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004195.flac,spoof,A02
T_0000004196,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004196.flac,spoof,A02
T_0000004197,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004197.flac,spoof,A03
T_0000004198,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004198.flac,spoof,A08
T_0000004199,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004199.flac,spoof,A07
T_0000004200,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004200.flac,bonafide,bonafide
T_0000004201,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004201.flac,spoof,A01
T_0000004202,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004202.flac,spoof,A04
T_0000004203,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004203.flac,spoof,A05
T_0000004204,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004204.flac,bonafide,bonafide
T_0000004205,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004205.flac,spoof,A07
T_0000004206,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004206.flac,spoof,A01
T_0000004207,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004207.flac,spoof,A01
T_0000004208,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004208.flac,spoof,A07
T_0000004209,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004209.flac,spoof,A02
T_0000004210,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004210.flac,bonafide,bonafide
T_0000004211,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004211.flac,spoof,A01
T_0000004212,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004212.flac,spoof,A04
T_0000004213,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004213.flac,spoof,A01
T_0000004214,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004214.flac,spoof,A04
T_0000004215,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004215.flac,spoof,A03
T_0000004216,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004216.flac,spoof,A08
T_0000004217,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004217.flac,spoof,A06
T_0000004218,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004218.flac,bonafide,bonafide
T_0000004219,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004219.flac,spoof,A02
T_0000004220,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004220.flac,spoof,A08
T_0000004221,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004221.flac,spoof,A03
T_0000004222,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004222.flac,bonafide,bonafide
T_0000004223,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004223.flac,spoof,A02
T_0000004224,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004224.flac,spoof,A08
T_0000004225,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004225.flac,spoof,A03
T_0000004226,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004226.flac,spoof,A01
T_0000004227,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004227.flac,spoof,A04
T_0000004228,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004228.flac,spoof,A02
T_0000004229,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004229.flac,spoof,A05
T_0000004230,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004230.flac,spoof,A04
T_0000004231,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004231.flac,spoof,A05
T_0000004232,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004232.flac,spoof,A08
T_0000004233,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004233.flac,spoof,A07
T_0000004234,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004234.flac,spoof,A02
T_0000004235,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004235.flac,spoof,A01
T_0000004236,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004236.flac,spoof,A07
T_0000004237,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004237.flac,spoof,A07
T_0000004238,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004238.flac,spoof,A07
T_0000004239,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004239.flac,spoof,A01
T_0000004240,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004240.flac,spoof,A05
T_0000004241,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004241.flac,spoof,A05
T_0000004242,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004242.flac,spoof,A05
T_0000004243,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004243.flac,spoof,A07
T_0000004244,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004244.flac,spoof,A04
T_0000004245,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004245.flac,spoof,A02
T_0000004246,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004246.flac,spoof,A02
T_0000004247,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004247.flac,spoof,A08
T_0000004248,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004248.flac,spoof,A01
T_0000004249,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004249.flac,spoof,A07
T_0000004250,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004250.flac,spoof,A05
T_0000004251,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004251.flac,spoof,A04
T_0000004252,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004252.flac,spoof,A08
T_0000004253,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004253.flac,spoof,A03
T_0000004254,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004254.flac,bonafide,bonafide
T_0000004255,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004255.flac,bonafide,bonafide
T_0000004256,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004256.flac,spoof,A08
T_0000004257,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004257.flac,spoof,A05
T_0000004258,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004258.flac,spoof,A05
T_0000004259,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004259.flac,spoof,A07
T_0000004260,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004260.flac,spoof,A04
T_0000004261,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004261.flac,spoof,A02
T_0000004262,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004262.flac,spoof,A06
T_0000004263,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004263.flac,spoof,A03
T_0000004264,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004264.flac,spoof,A07
T_0000004265,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004265.flac,bonafide,bonafide
T_0000004266,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004266.flac,spoof,A03
T_0000004267,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004267.flac,spoof,A08
T_0000004268,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004268.flac,spoof,A07
T_0000004269,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004269.flac,spoof,A06
T_0000004270,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004270.flac,spoof,A06
T_0000004271,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004271.flac,spoof,A01
T_0000004272,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004272.flac,spoof,A03
T_0000004273,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004273.flac,spoof,A03
T_0000004274,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004274.flac,spoof,A05
T_0000004275,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004275.flac,spoof,A03
T_0000004276,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004276.flac,spoof,A08
T_0000004277,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004277.flac,spoof,A08
T_0000004278,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004278.flac,spoof,A02
T_0000004279,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004279.flac,spoof,A05
T_0000004280,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004280.flac,spoof,A04
T_0000004281,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004281.flac,spoof,A07
T_0000004282,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004282.flac,spoof,A06
T_0000004283,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004283.flac,spoof,A08
T_0000004284,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004284.flac,spoof,A02
T_0000004285,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004285.flac,spoof,A04
T_0000004286,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004286.flac,spoof,A08
T_0000004287,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004287.flac,spoof,A06
T_0000004288,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004288.flac,spoof,A03
T_0000004289,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004289.flac,spoof,A02
T_0000004290,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004290.flac,spoof,A02
T_0000004291,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004291.flac,spoof,A03
T_0000004292,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004292.flac,spoof,A01
T_0000004293,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004293.flac,bonafide,bonafide
T_0000004294,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004294.flac,spoof,A03
T_0000004295,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004295.flac,spoof,A08
T_0000004296,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004296.flac,spoof,A03
T_0000004297,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004297.flac,spoof,A01
T_0000004298,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004298.flac,spoof,A08
T_0000004299,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004299.flac,bonafide,bonafide
T_0000004300,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004300.flac,spoof,A06
T_0000004301,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004301.flac,spoof,A06
T_0000004302,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004302.flac,spoof,A07
T_0000004303,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004303.flac,spoof,A07
T_0000004304,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004304.flac,bonafide,bonafide
T_0000004305,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004305.flac,spoof,A04
T_0000004306,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004306.flac,spoof,A06
T_0000004307,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004307.flac,spoof,A03
T_0000004308,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004308.flac,spoof,A05
T_0000004309,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004309.flac,spoof,A02
T_0000004310,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004310.flac,spoof,A05
T_0000004311,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004311.flac,spoof,A05
T_0000004312,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004312.flac,spoof,A06
T_0000004313,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004313.flac,spoof,A02
T_0000004314,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004314.flac,spoof,A06
T_0000004315,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004315.flac,spoof,A01
T_0000004316,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004316.flac,spoof,A02
T_0000004317,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004317.flac,spoof,A04
T_0000004318,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004318.flac,spoof,A08
T_0000004319,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004319.flac,spoof,A02
T_0000004320,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004320.flac,spoof,A05
T_0000004321,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004321.flac,spoof,A03
T_0000004322,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004322.flac,spoof,A07
T_0000004323,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004323.flac,spoof,A07
T_0000004324,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004324.flac,spoof,A01
T_0000004325,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004325.flac,spoof,A01
T_0000004326,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004326.flac,bonafide,bonafide
T_0000004327,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004327.flac,spoof,A07
T_0000004328,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004328.flac,spoof,A02
T_0000004329,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004329.flac,spoof,A01
T_0000004330,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004330.flac,spoof,A02
T_0000004331,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004331.flac,spoof,A03
T_0000004332,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004332.flac,spoof,A02
T_0000004333,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004333.flac,spoof,A05
T_0000004334,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004334.flac,spoof,A08
T_0000004335,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004335.flac,bonafide,bonafide
T_0000004336,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004336.flac,spoof,A08
T_0000004337,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004337.flac,spoof,A07
T_0000004338,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004338.flac,spoof,A03
T_0000004339,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004339.flac,spoof,A06
T_0000004340,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004340.flac,spoof,A06
T_0000004341,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004341.flac,spoof,A05
T_0000004342,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004342.flac,spoof,A04
T_0000004343,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004343.flac,spoof,A03
T_0000004344,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004344.flac,spoof,A02
T_0000004345,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004345.flac,spoof,A04
T_0000004346,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004346.flac,spoof,A06
T_0000004347,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004347.flac,bonafide,bonafide
T_0000004348,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004348.flac,bonafide,bonafide
T_0000004349,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004349.flac,spoof,A01
T_0000004350,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004350.flac,spoof,A02
T_0000004351,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004351.flac,spoof,A07
T_0000004352,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004352.flac,spoof,A05
T_0000004353,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004353.flac,bonafide,bonafide
T_0000004354,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004354.flac,spoof,A05
T_0000004355,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004355.flac,spoof,A08
T_0000004356,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004356.flac,spoof,A08
T_0000004357,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004357.flac,bonafide,bonafide
T_0000004358,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004358.flac,spoof,A04
T_0000004359,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004359.flac,spoof,A08
T_0000004360,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004360.flac,spoof,A07
T_0000004361,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004361.flac,spoof,A05
T_0000004362,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004362.flac,spoof,A03
T_0000004363,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004363.flac,spoof,A02
T_0000004364,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004364.flac,bonafide,bonafide
T_0000004365,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004365.flac,spoof,A07
T_0000004366,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004366.flac,spoof,A01
T_0000004367,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004367.flac,bonafide,bonafide
T_0000004368,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004368.flac,spoof,A05
T_0000004369,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004369.flac,spoof,A07
T_0000004370,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004370.flac,spoof,A07
T_0000004371,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004371.flac,spoof,A06
T_0000004372,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004372.flac,spoof,A07
T_0000004373,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004373.flac,spoof,A02
T_0000004374,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004374.flac,spoof,A07
T_0000004375,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004375.flac,spoof,A07
T_0000004376,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004376.flac,spoof,A02
T_0000004377,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004377.flac,spoof,A04
T_0000004378,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004378.flac,spoof,A05
T_0000004379,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004379.flac,spoof,A05
T_0000004380,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004380.flac,spoof,A07
T_0000004381,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004381.flac,spoof,A02
T_0000004382,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004382.flac,spoof,A07
T_0000004383,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004383.flac,spoof,A04
T_0000004384,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004384.flac,spoof,A01
T_0000004385,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004385.flac,spoof,A01
T_0000004386,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004386.flac,spoof,A02
T_0000004387,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004387.flac,spoof,A06
T_0000004388,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004388.flac,spoof,A04
T_0000004389,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004389.flac,spoof,A06
T_0000004390,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004390.flac,spoof,A02
T_0000004391,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004391.flac,spoof,A07
T_0000004392,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004392.flac,spoof,A08
T_0000004393,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004393.flac,spoof,A01
T_0000004394,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004394.flac,spoof,A07
T_0000004395,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004395.flac,spoof,A02
T_0000004396,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004396.flac,spoof,A06
T_0000004397,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004397.flac,spoof,A01
T_0000004398,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004398.flac,spoof,A03
T_0000004399,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004399.flac,spoof,A01
T_0000004400,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004400.flac,spoof,A02
T_0000004401,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004401.flac,bonafide,bonafide
T_0000004402,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004402.flac,spoof,A03
T_0000004403,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004403.flac,spoof,A06
T_0000004404,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004404.flac,spoof,A08
T_0000004405,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004405.flac,spoof,A01
T_0000004406,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004406.flac,spoof,A02
T_0000004407,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004407.flac,spoof,A07
T_0000004408,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004408.flac,spoof,A01
T_0000004409,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004409.flac,bonafide,bonafide
T_0000004410,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004410.flac,spoof,A08
T_0000004411,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004411.flac,spoof,A02
T_0000004412,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004412.flac,spoof,A06
T_0000004413,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004413.flac,spoof,A02
T_0000004414,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004414.flac,spoof,A07
T_0000004415,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004415.flac,spoof,A05
T_0000004416,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004416.flac,spoof,A04
T_0000004417,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004417.flac,bonafide,bonafide
T_0000004418,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004418.flac,spoof,A01
T_0000004419,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004419.flac,spoof,A05
T_0000004420,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004420.flac,spoof,A08
T_0000004421,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004421.flac,spoof,A01
T_0000004422,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004422.flac,spoof,A05
T_0000004423,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004423.flac,spoof,A06
T_0000004424,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004424.flac,spoof,A02
T_0000004425,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004425.flac,spoof,A02
T_0000004426,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004426.flac,spoof,A07
T_0000004427,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004427.flac,spoof,A02
T_0000004428,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004428.flac,spoof,A05
T_0000004429,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004429.flac,spoof,A07
T_0000004430,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004430.flac,spoof,A06
T_0000004431,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004431.flac,spoof,A06
T_0000004432,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004432.flac,spoof,A06
T_0000004433,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004433.flac,spoof,A08
T_0000004434,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004434.flac,bonafide,bonafide
